revenue_district_office_number,revenue_district_office,bank_code,bank_name,bank_branch,bank_address,,,,,,,1,30
74,Iloilo City,2456,BPI,Iloilo Jaro Mcarthur,"Libcap Bldg., Tabuk Suba, Jaro, Iloilo City 5000",,,,,,,,
74,Iloilo City,002-753,BPI,Iloilo Lapaz Colonade,"Cristina Colonade   Bldg., Huervana St., La Paz, Iloilo City 5000",,,,,,,,
74,Iloilo City,002-755,BPI,Iloilo Mandurriao Supermarket,"Iloilo Supermart, Q. Abeto Street, Mandurriao, Iloilo City 5000",,,,,,,,
74,Iloilo City,002-756,BPI,Iloilo Valeria,"La Salette Building, Valeria Street, Iloilo City 5000",,,,,,,,
74,Iloilo City,002-758,BPI,Iloilo General Luna,"Gen Luna St., Iloilo City",,,,,,,,
74,Iloilo City,002-759,BPI,Iloilo Central Market,"Corner De Leon And  Iznart Sts., Iloilo City 5000",,,,,,,,
74,Iloilo City,3007,CBC,Iloilo (Iznart),89-91 Iznart St Iloilo City,,,,,,,,
74,Iloilo City,3073,CBC,Mabini-Iloilo,A Mabini St Iloilo City,,,,,,,,
74,Iloilo City,3208,CBC,Iloilo-Mandurriao,"Benigno Aquino Avenue, Brgy. San Rafael, Mandurriao, Iloilo City",,,,,,,,
74,Iloilo City,078-017,DBP,Iloilo Branch,I. De La Rama St. Iloilo City,,,,,,,,
74,Iloilo City,078-084,DBP,Jaro Branch,"Rizal And Arguelles St, Jaro Iloilo City",,,,,,,,
74,Iloilo City,086-002,LBP,Iloilo,Cor Iznart & Solis Sts Iloilo,,,,,,,,
74,Iloilo City,086-226,LBP,Guimaras,San Miguel Jordan Guimaras,,,,,,,,
74,Iloilo City,086-261,LBP,Plaza Libertad,"Jm Basa St., Iloilo City",,,,,,,,
74,Iloilo City,086-263,LBP,Miag-Ao,Up Visayas Campus Miag-Ao Iloilo City,,,,,,,,
74,Iloilo City,086-270,LBP,Gaisano-Iloilo,Gaisano Citimall La Paz Iloilo City,,,,,,,,
74,Iloilo City,015-092,MBTC,Iloilo-Guanco,"Guanco St., Iloilo City",,,,,,,,
74,Iloilo City,015-191,MBTC,Iloilo-Iznart,"Iznart St., Iloilo City",,,,,,,,
74,Iloilo City,015-251,MBTC,Iloilo Diversion Road,"Jsb Bldg B S Aquino Ave Mandurriao, Iloilo City",,,,,,,,
74,Iloilo City,015-551,MBTC,Iloilo-General Luna,"Gen. Luna St., Iloilo City",,,,,,,,
74,Iloilo City,015-552,MBTC,Iloilo-Delgado,"Delgado St., Iloilo City",,,,,,,,
74,Iloilo City,015-553,MBTC,Iloilo-La Paz,"Huervana St., La Paz",,,,,,,,
74,Iloilo City,019-006,PBCOM,Iloilo,Ledesma Corner Valeria Street Iloilo,,,,,,,,
74,Iloilo City,21046,PHILTRUST,Iloilo City,"Delgado Cor Quezon Sts. Brgy Ed Ganzon, Iloilo City",,,,,,,,
74,Iloilo City,33102,PNB,Iloilo,Cor Gen Luna & Valeria Sts Iloilo City,,,,,,,,
74,Iloilo City,33207,PNB,De Leon,Tinsay Bldg J De Leon St Iloilo Iloilo,,,,,,,,
74,Iloilo City,33221,PNB,Plaza Libertad,Jm Basa St Iloilo Iloilo,,,,,,,,
74,Iloilo City,33227,PNB,Jaro,#8 Lopez Jaena St Jaro Iloilo,,,,,,,,
74,Iloilo City,33229,PNB,La Paz,Inayan Bldg Cor Huervana & Rizal Sts La Paz Iloilo,,,,,,,,
74,Iloilo City,33252,PNB,Miag-Ao,Upv Bldg Up In The Visayas Campus Miag- Ao Iloilo,,,,,,,,
74,Iloilo City,026-029,RCBC,Iloilo,"Cor Jm Basa & Arsenal Streets, Iloilo City",,,,,,,,
74,Iloilo City,26174,RCBC,Iloilo Ledesma Bc,"Mjm Bldg., Ledesma St. Corner Quezon St., Iloilo City",,,,,,,,
74,Iloilo City,26227,RCBC,Iloilo Ledesma,"Cor. Ledesma & Quezon Sts, Iloilo City",,,,,,,,
74,Iloilo City,26228,RCBC,Jaro,"E.Lopez Cor. Seminario Sts, Jaro Iloilo City",,,,,,,,
74,Iloilo City,26251,RCBC,Iloilo-Mabini,"Go Pun Bldg., Corner Mabini-Delgado Sts., Iloilo City 5000",,,,,,,,
74,Iloilo City,027-030,SBTC,La Paz,"John A. Tan Bldg., Iznart St., Iloilo City",,,,,,,,
74,Iloilo City,27148,SBTC,Iloilo,"Charly Resources Bldg., Corner Ledesma And Quezon Streets, Iloilo City",,,,,,,,
74,Iloilo City,010-028,UCPB,Iznart-Iloilo,Ucpb Bldg   Iznart Street  Iloilo City,,,,,,,,
74,Iloilo City,010-090,UCPB,Jaro-Iloilo,Ucpb Bldg  Rizal Ave & Libertad Street Jaro Iloilo City,,,,,,,,
74,Iloilo City,010-135,UCPB,Ledesma-Iloilo,Jltp Bldg  Ledesma Street Iloilo City,,,,,,,,
74,Iloilo City,177032,EASTWEST BANK,Iloilo,"Sta. Cruz Arancillo Bldg., Ledesma Cor. Fuentes St., Iloilo City",,,,,,,,
74,Iloilo City,177088,EASTWEST BANK,Iloilo Iznart,"G/F B & C Square Bldg. Cor. Iznart St. And Solis St., Iloilo City",,,,,,,,
74,Iloilo City,3232,CBC,Iloilo Jaro,"Cbc Building, E Lopez St., Jaro, Iloilo City",,,,,,,,
75,"Zarraga, Iloilo",158080,BOC,Estancia,"Clement St., Estancia, Iloilo City",,,,,,,,
75,"Zarraga, Iloilo",086-187,LBP,Passi,Sara Road Passi Iloilo,,,,,,,,
76,"Victorias, Negros Occidental",2052,BPI,Victorias,"De Leon Cor. Ascalon Sts. Victorias City, Negros Occidental",,,,,,,,
76,"Victorias, Negros Occidental",002-743,BPI,San Carlos,"V. Gustilo St., San Carlos City, Negros Occidental 6127",,,,,,,,
76,"Victorias, Negros Occidental",002-749,BPI,Sagay,"Lopez Central Compound,   Sagay City, Negros Occidental 6122",,,,,,,,
76,"Victorias, Negros Occidental",086-080,LBP,Cadiz,Cfo Cabahug St Cadiz Negros Occ,,,,,,,,
76,"Victorias, Negros Occidental",086-188,LBP,Victorias,Osmena Victorias Negros Occ,,,,,,,,
76,"Victorias, Negros Occidental",086-232,LBP,San Carlos City No,"Heritage Ii Bldg.,  Fc Ledesma Ave., San Carlos, Negros Occ.",,,,,,,,
76,"Victorias, Negros Occidental",86336,LBP,Sagay,"Roxas Avenue Corner National Road, Sagay City, Negros Occidental 6122",,,,,,,,
76,"Victorias, Negros Occidental",015-041,MBTC,San Carlos-Negros,"Carmona Street  San Carlos, Negros Occidental",,,,,,,,
76,"Victorias, Negros Occidental",33104,PNB,San Carlos,V Gustillo San Carlos Negros Occ,,,,,,,,
76,"Victorias, Negros Occidental",33239,PNB,Victorias,Cor Ascalon & Montinola Sts Victorias Negros Occ,,,,,,,,
76,"Victorias, Negros Occidental",026-095,RCBC,San Carlos,"Locsin Street San Carlos, Negros Occidental",,,,,,,,
76,"Victorias, Negros Occidental",026-133,RCBC,Cadiz,"Cor Abelarde-Mabini Streets, Cadiz City",,,,,,,,
76,"Victorias, Negros Occidental",3224,CBC,Negros Occidental- San Carlos,"Rizal Cor Carmona Sts. San Carlos, Negros Occidental",,,,,,,,
76,"Victorias, Negros Occidental",78051,DBP,San Carlos,"F.C.    Ledesma    Ave.,    San    Carlos    City, Negros Occidental",,,,,,,,
77,Bacolod City,33353,PNB,Bacolod,Araneta Ave. San Juan Bacolod,,,,,,,,
77,Bacolod City,158081,BOC,Bacolod-Araneta,"Yusay Arcade, Araneta St., Bacolod City",,,,,,,,
77,Bacolod City,2116,BPI,Bacolod Capitol Subd,17Th Cor Lacson St Bacolod City,,,,,,,,
77,Bacolod City,2368,BPI,Bacolod Libertad,Libertad St. Cor Carlsberg Road Bacolod City,,,,,,,,
77,Bacolod City,002-744,BPI,Silay,"Cor. Rizal & Jp Ledesma Sts., Silay City, Negros Occidental 6116",,,,,,,,
77,Bacolod City,002-745,BPI,Bacolod – Mandalagan,"Monfort Bldg., Mandalagan, Bacolod City, Negros Occidental 6100",,,,,,,,
77,Bacolod City,002-746,BPI,Bacolod – La Salle Ave.,Roberto V. Silverio Bldg. La Salle Ave. Bacolod City 6100,,,,,,,,
77,Bacolod City,002-747,BPI,Bacolod – Galo,"Philam Life Bldg., Lacson St., Bacolod City 6100",,,,,,,,
77,Bacolod City,3045,CBC,Bacolod,Cbc Bldg Araneta Cor San Sebastian St Bacolod City,,,,,,,,
77,Bacolod City,3080,CBC,Northdrive-Bacolod,Bs Aquino Drive Bacolod City,,,,,,,,
77,Bacolod City,3197,CBC,Silay City,"Rizal St., Silay City, Negros Occidental",,,,,,,,
77,Bacolod City,3209,CBC,Bacolod-Mandalagan,"Lacson St., Mandalagan, Bacolod City, Negros Occidental",,,,,,,,
77,Bacolod City,3216,CBC,Bacolod-Libertad,"Libertad St., Bacolod City, Negros Occidental",,,,,,,,
77,Bacolod City,078-001,DBP,Dbp Bacolod Branch,"Cor. South Capitol Road And Lacson Sts., Bacolod City 6100",,,,,,,,
77,Bacolod City,086-042,LBP,Bacolod,Gatuslao Cor Cottage Rd Bacolod,,,,,,,,
77,Bacolod City,015-102,MBTC,Bacolod Capitol,"Capitol Shopping Ctr Hilado Corner Yakal Sts., Bacolod City",,,,,,,,
77,Bacolod City,015-541,MBTC,Bacolod-Araneta,"Araneta St., Bacolod City Negros Occidental",,,,,,,,
77,Bacolod City,015-542,MBTC,Bacolod Gatuslao,"175-177  Gov. Gatuslao St., Bacolod City Negros Occidental",,,,,,,,
77,Bacolod City,015-543,MBTC,Bacolod-North Drive,"B.S. Aquino Drive, Bacolod City",,,,,,,,
77,Bacolod City,015-544,MBTC,Bacolod-Lacson,"Along Lacson Street, Bacolod City",,,,,,,,
77,Bacolod City,015-545,MBTC,Bacolod-Singcang,Utc Bldg. (Doors 16 & 17) Cor. Araneta & Alunan Sts. Bacolod City,,,,,,,,
77,Bacolod City,015-546,MBTC,Bacolod-Gonzaga,"Mgl Bldg., Gonzaga St., Bacolod City Negros Occidental",,,,,,,,
77,Bacolod City,015-547,MBTC,Bacolod-Libertad,"San Lorenzo Ruiz Bldg.  Along Lopez
Jaena St.Bacolod City, Negros Occidental",,,,,,,,
77,Bacolod City,015-548,MBTC,Bacolod-Eastside,"Villa Angela Arcade
Annex,Circumferential Road, Bacolod City",,,,,,,,
77,Bacolod City,019-024,PBCOM,Bacolod,Locsin Street Bacolod City,,,,,,,,
77,Bacolod City,21031,PHILTRUST,Bacolod,"Gatuslao St. Cor. Cuadra St., Bacolod City",,,,,,,,
77,Bacolod City,33101,PNB,Bacolod,Lacson St Bacolod Negros Occidental,,,,,,,,
77,Bacolod City,33119,PNB,Amelia Avenue,"Corner Amelia & Margarita Sts., Libertad, Bacolod City",,,,,,,,
77,Bacolod City,33120,PNB,Luzuriaga,Cor Luzuriaga & Araneta Sts Bacolod Negros Occidental,,,,,,,,
77,Bacolod City,026-031,RCBC,Bacolod Main,"Corner Rizal-Locsin Streets, Bacolod City",,,,,,,,
77,Bacolod City,026-051,RCBC,Bacolod-Libertad,"Libertad Extension, Bacolod City",,,,,,,,
77,Bacolod City,026-052,RCBC,Bacolod Shopping,Hilado Shopping District  Hilado Extension Bacolod City,,,,,,,,
77,Bacolod City,027-120,SBTC,Bacolod-Rizal,Sbc Bldg Cor Rizal Avenue Cor. Locsin St Bacolod City,,,,,,,,
77,Bacolod City,010-026,UCPB,Lacson-Galo Bacolod,Ucpb Bldg Lacson Galo Street Bacolod City,,,,,,,,
77,Bacolod City,010-071,UCPB,San Juan-Bacolod,Ucpb Bldg  San Juan Cor Luzuriaga Street Bacolod City,,,,,,,,
77,Bacolod City,010-078,UCPB,Libertad-Bacolod,Ucpb Bldg  P Hernaez & Dona Juliana Streets Bacolod City,,,,,,,,
77,Bacolod City,010-154,UCPB,North Drive Bacolod,Northpoint Bldg  North Drive Bacolod City,,,,,,,,
77,Bacolod City,177016,EASTWEST BANK,Bacolod,Lacson Corner Luzuriaga Sts. Bacolod City,,,,,,,,
77,Bacolod City,33378,PNB,Bacolod-Hilado,"Corner Hilado-Malaspina Sts., Bacolod City",,,,,,,,
77,Bacolod City,33379,PNB,Bacolod-Libertad,"Libertad St., Bacolod City",,,,,,,,
77,Bacolod City,33380,PNB,Bacolod-Locsin,"Locsin St., Bacolod City",,,,,,,,
78,"Binalbagan, Negros Occidental",158082,BOC,Kabankalan,"Guanzon St. Kabankalan City, Negros Occidental",,,,,,,,
78,"Binalbagan, Negros Occidental",086-098,LBP,Kabankalan,Alvarez Bldg Ii Cor Guanzon & Rizal Sts Kabankalan,,,,,,,,
78,"Binalbagan, Negros Occidental",086-114,LBP,Sipalay,Bgy Ii Pob Sipalay Binal Negros Occidental,,,,,,,,
78,"Binalbagan, Negros Occidental",26226,RCBC,Hinigaran,"Rizal St., Nat'L Highway, Hinigaran, Neg Occ",,,,,,,,
78,"Binalbagan, Negros Occidental",26229,RCBC,Kabankalan,"Guanzon St., Kabankalan, Neg Occ.",,,,,,,,
78,"Binalbagan, Negros Occidental",33363,PNB,Binalbagan,"Don Pedro Yulo St., Binalbagan, Negros Occidental",,,,,,,,
78,"Binalbagan, Negros Occidental",33364,PNB,Kabankalan,"Guanzon St., Kabankalan City, Negros Occidental",,,,,,,,
78,"Binalbagan, Negros Occidental",78110,DBP,Kabankalan,"Corner      Lizaran      &      Bonifacio      Sts., Kabankalan City",,,,,,,,
79,Dumaguete City,3068,CBC,Dumaguete,"Du An Sim Bldg., Legaspi St Dumaguete City",,,,,,,,
79,Dumaguete City,158083,BOC,Dumaguete,"Cap Bldg, Rizal Ave, Dumaguete City, Negros Oriental",,,,,,,,
79,Dumaguete City,002-742,BPI,Bais,"Mabini St. Cor. Quezon Highway, Bais City, Negros Oriental",,,,,,,,
79,Dumaguete City,002-748,BPI,Dumaguete – San Jose,"Units 1 & 2 Uymatiao Bldg., Along San Jose St., Dumaguete City",,,,,,,,
79,Dumaguete City,002-750,BPI,Dumaguete – North Road,"North Rd., Real St., Dumaguete City",,,,,,,,
79,Dumaguete City,078-014,DBP,Dumaguete Branch,"Rizal Blvd., Dumaguete City",,,,,,,,
79,Dumaguete City,086-033,LBP,Dumaguete,Cor Real & San Juan Sts Dumaguete,,,,,,,,
79,Dumaguete City,086-081,LBP,Guihulngan,Ml Quezon Poblacion Guihulngan Negros Oriental,,,,,,,,
79,Dumaguete City,086-224,LBP,Larena,Magsaysay Universal Larena Negros Oriental,,,,,,,,
79,Dumaguete City,086-230,LBP,Bais,Aglipay Bais Negros Oriental,,,,,,,,
79,Dumaguete City,086-322,LBP,Bayawan,"Poblacion, Bayawan City Negros Oriental",,,,,,,,
79,Dumaguete City,015-022,MBTC,Dumaguete-Main,"Dr Vicente Locsin St Dumaguete, Negros Oriental",,,,,,,,
79,Dumaguete City,33167,PNB,Dumaguete,Siliman Ave Cor Real St Dumaguete Negros Oriental,,,,,,,,
79,Dumaguete City,26218,RCBC,Bayawan,"National Hi-Way, Bayawan City, Negros Oriental",,,,,,,,
79,Dumaguete City,27140,SBTC,Dumaguete,"Portal West Bldg., Silliman Ave. Corner Hibbard Ave., Dumaguete City",,,,,,,,
79,Dumaguete City,010-015,UCPB,Dumaguete,Ucpb Bldg  Real & San Jose Streets Dumaguete City,,,,,,,,
80,Mandaue City,158084,BOC,Cebu-Lapulapu,"Unit 3-5 Ajs Bldg, Pusok, Lapu Lapu City, Cebu",,,,,,,,
80,Mandaue City,158085,BOC,Mandaue,"Entienza Bldg., National Highway, Mandaue City, Cebu",,,,,,,,
80,Mandaue City,2079,BPI,Mandaue,"Mcbriones Highway Bakilid, Mandaue, Cebu City",,,,,,,,
80,Mandaue City,2344,BPI,Mactan - Epza,"2Nd St. Mepz 1. Bgy. Ibo, Mactan Lapulapu City 6015",,,,,,,,
80,Mandaue City,2395,BPI,Cebu Subangdaku,"Jsc Bldg. Lopez Jaena St., Subangdaku, Mandaue City 6014",,,,,,,,
80,Mandaue City,002-722,BPI,Cebu Mandaue Fortuna,"Mc Briones Highway Cor. As Fortuna St. Bakilid, Mandaue City 6014",,,,,,,,
80,Mandaue City,002-723,BPI,Cebu Gaisano Grand Mall,"G/F Gaisano Grand Mall, Mactan Cor. Basak And Agus Road, Lapu-Lapu City",,,,,,,,
80,Mandaue City,002-726,BPI,Cebu Supermetro Mandaue,"Nat. Highway Cor. M.B. Fernan Ave., Estancia Ibabao, Mandaue City, Metro Cebu",,,,,,,,
80,Mandaue City,002-775,BPI,Cebu Mez Ii - Pueblo Verde,"Mactan Economic  Zone Ii, Pueblo Verde, Basak, Lapu- Lapu City 6015",,,,,,,,
80,Mandaue City,002-721,BPI,Cebu Banilad,"888 A.S. Fortuna St., Mandaue City",,,,,,,,
80,Mandaue City,3036,CBC,Mandaue,O & M Plaza A Del Rosario St Mandaue Cebu,,,,,,,,
80,Mandaue City,3081,CBC,Lapu-Lapu,Gaisano Mactan Mall Pajo Lapu-Lapu City,,,,,,,,
80,Mandaue City,3156,CBC,Cebu-Consolacion,"G/F Sm City Consolacion Brgy. Lamac, Consolacion, Cebu",,,,,,,,
80,Mandaue City,3191,CBC,Cebu-Cabancalan,"M.L. Quezon St., Cabancalan, Mandaue City, Cebu",,,,,,,,
80,Mandaue City,3206,CBC,Cebu-Mandaue,"G/F Basak Commercial Bldg (Kel 2), Tabok, Mandaue City",,,,,,,,
80,Mandaue City,3210,CBC,Cebu Mandaue-J Centre Mall,"Lgf J Centre Mall, A.S. Fortuna Avenue, Mandaue City, Cebu 6014",,,,,,,,
80,Mandaue City,176006,CHINATRUST,Cebu-Mandaue,"G/F Diamond Plaza Bldg., National Highway, Mandaue City",,,,,,,,
80,Mandaue City,078-066,DBP,Bogo Branch,R. Rodrigues St. Cebu,,,,,,,,
80,Mandaue City,078-078,DBP,Mandaue,"Ac Cortes Ave., Mandaue City",,,,,,,,
80,Mandaue City,086-082,LBP,Cebu-Bogo,Demiar Bldg Rodriguez St Bogo Cebu,,,,,,,,
80,Mandaue City,086-112,LBP,Cebu-Lapu Lapu City,Mepz Admin Bldg National Highway Pajo Lapulapu Mandaue,,,,,,,,
80,Mandaue City,086-117,LBP,Cebu-Mandaue,246 Wireless St Mandaue Cebu,,,,,,,,
80,Mandaue City,086-207,LBP,Cebu-Danao,F Relota St Danao Cebu,,,,,,,,
80,Mandaue City,015-115,MBTC,Cebu-Mandaue,"Cor National Hi-Way & Jayme Street, Mandaue, Cebu City",,,,,,,,
80,Mandaue City,015-179,MBTC,Cebu-Lapu-Lapu,"National Hi-Way Pusok, Lapu Lapu City",,,,,,,,
80,Mandaue City,015-185,MBTC,Cebu-North Rd,"Metrobank Bldg. North National Road, Tabuk Mandaue",,,,,,,,
80,Mandaue City,015-529,MBTC,Cebu-Subangdaku,"Lopez Jaena St., Subangdaku Mandaue City",,,,,,,,
80,Mandaue City,015-531,MBTC,Cebu-As Fortuna,"A. S. Fortuna St., Mandaue City Cebu",,,,,,,,
80,Mandaue City,015-532,MBTC,Cebu Parkmall,"Cebu-Parkmall, North Reclamation Area Mandaue City",,,,,,,,
80,Mandaue City,015-533,MBTC,Cebu-Consolacion,"Along Cebu National Road, Cansaga, Consolacion, Cebu",,,,,,,,
80,Mandaue City,015-538,MBTC,Cebu-Opon,"G.Y. Dela Serna St. Poblacion, Lapu-Lapu City",,,,,,,,
80,Mandaue City,015-539,MBTC,Cebu-Mepz Ii,"N.G.A Dev'T. Corp. Bldg.Mepz Ii, Basac, Lapu-Lapu City",,,,,,,,
80,Mandaue City,015-540,MBTC,Cebu-Mactan Mepz,Mactan Economic Zone 1 Lapu-Lapu City,,,,,,,,
80,Mandaue City,019-032,PBCOM,Mandaue,Nat’L Hiway Mandaue City Metro Cebu,,,,,,,,
80,Mandaue City,33097,PNB,Lapu-Lapu,Manuel L Quezon Highway Pajo Lapu- Lapu Cebu,,,,,,,,
80,Mandaue City,33098,PNB,Mepz,Ist Ave Mepz Compd Mactan Islands Lapu-Lapu Mandaue,,,,,,,,
80,Mandaue City,33117,PNB,Bogo,Cor P Rodriguez & S Verallo St Bogo Cebu,,,,,,,,
80,Mandaue City,33157,PNB,Centro Mandaue,A & L Suico Bldg A Del Rosario St Mandaue Cebu,,,,,,,,
80,Mandaue City,33180,PNB,Mandaue,National H-Way Corner Del Rosario Mandaue Cebu,,,,,,,,
80,Mandaue City,170020,PVB,Mandaue,C Perez Bldg A Quano Cor P Burgos Sts Mandaue Cebu,,,,,,,,
80,Mandaue City,026-070,RCBC,Mactan (Mepz),"Mactan Export Pro Zone Compound, Mactan, Lapu Lapu",,,,,,,,
80,Mandaue City,026-072,RCBC,Concolacion-Cebu,"National Highway Consolacion, Cebu",,,,,,,,
80,Mandaue City,026-165,RCBC,Mepz 1 Ext. Office,"Pueblo Verde Mepz Ii Basak, Lapu Lapu City",,,,,,,,
80,Mandaue City,26252,RCBC,Jcentre Mall Business Center,"Lower Ground Floor, Jcentre Mall, 165
A.S. Fortuna St, Bakild, Mandaue City",,,,,,,,
80,Mandaue City,26259,RCBC,Mepz 2 Extension Office,"Kadaugan Avenue, Pueblo Verde Complex, Mactan Ecozone Basak, Lapu-",,,,,,,,
80,Mandaue City,26261,RCBC,Balamban Extension Office,"D.C. Sanchez St., Balamban, Cebu 6041",,,,,,,,
80,Mandaue City,027-127,SBTC,Cebu-Mandaue,"Athecor K & S Bldg Tipolo, Mandaue City",,,,,,,,
80,Mandaue City,010-089,UCPB,Mandaue,Ucpb Bldg  National Highway Mandaue Cebu City,,,,,,,,
80,Mandaue City,43124,UNION,Cebu Lapu Lapu,"Lot 2 Block 1 Phase 1 Mepz Ll Sepz, Lapu Lapu City",,,,,,,,
80,Mandaue City,43130,UNION,Mandaue,"G/F Khuz’Ns Bldg North Highway Estancia, Mandaue City",,,,,,,,
80,Mandaue City,043-147,UNION,Lapu-Lapu - National Highway,"Quezon National Highway, Lapu-Lapu City",,,,,,,,
80,Mandaue City,043-055,UNION,Cebu Mandaue,"Kentredder Bldg., A. Cortes St., Mandaue City, Cebu",,,,,,,,
80,Mandaue City,177037,EASTWEST BANK,Cebu-Mandaue,"G/F Ramcar Bldg., M.C. Briones Highway, Mandaue City",,,,,,,,
80,Mandaue City,177102,EASTWEST BANK,Cebu Mandaue North Road,"Block 01, 02 & 03, Upper G/F, Aldo Building, North Road, Basak, Mandaue City",,,,,,,,
80,Mandaue City,015-566,MBTC,Cebu Balamban,"E.S. Binghay St., Balamban, Cebu",,,,,,,,
80,Mandaue City,177132,EASTWEST BANK,Cebu Mactan,"App Bldg. Ii, M. L. Quezon National Highway, Pusok, Lapu-Lapu City",,,,,,,,
80,Mandaue City,27210,SBTC,Mandaue-North Road,"31 J.P Rizal St. Insular Square, Brgy. Tabok, Mandaue City",,,,,,,,
81,Cebu City North,158086,BOC,Cebu-Banilad,"G/F University Of Cebu Bldg., Banilad Road, Cebu City",,,,,,,,
81,Cebu City North,2238,BPI,Cebu Business Park,"G/F Cebu Holdings Center Visayas Ave., Cebu Business Park, Cebu City",,,,,,,,
81,Cebu City North,2365,BPI,Cebu-Nra,"Gen. Maxilom Avenue Ext., North Reclamation, Cebu City",,,,,,,,
81,Cebu City North,2367,BPI,Cebu Ayala Fgu,"Ayala Fgu Center Bldg., Cebu Business Park, Cebu City 6000",,,,,,,,
81,Cebu City North,2378,BPI,Cebu Mabolo,"M.J. Cuenco Ave., Cebu City 6000",,,,,,,,
81,Cebu City North,2379,BPI,Cebu P. Del Rosario,"29 Gen. Junquera St., Brgy Kamagayan, Cebu City 6000",,,,,,,,
81,Cebu City North,002-713,BPI,Cebu Jones,"Brgy Sta Cruz, Osmena Boulevard, Cebu City 6000",,,,,,,,
81,Cebu City North,002-715,BPI,Cebu Lahug,"G/F Maryville Condo  Gorordo Ave. Cor. C.S. Rosal St., Lahug, Cebu 6000",,,,,,,,
81,Cebu City North,002-716,BPI,Cebu Colon,"207-209 Colon Street,  Cebu City 6000",,,,,,,,
81,Cebu City North,002-776,BPI,Sm Cebu,"Lower G/F Sm City Cebu, North Reclamation Area, Cebu City 6000",,,,,,,,
81,Cebu City North,3010,CBC,Cebu-F Ramos,F. Ramos Street Cebu City,,,,,,,,
81,Cebu City North,3062,CBC,Cebu-Sm City North Reclamation,Sm City Cebu North Reclamation Juan Luna Cor A Soriano Ave Cebu City,,,,,,,,
81,Cebu City North,3074,CBC,Cebu-Banilad,"Cbc Bldg. As Fortuna, Banilad St Cor Paseo Saturnino Cebu City",,,,,,,,
81,Cebu City North,3131,CBC,Lahug,"Jy Square Mall, Salinas Drive, Lahug, Cebu City",,,,,,,,
81,Cebu City North,3179,CBC,Cebu Business Park,"Cbc Building, Samar Loop Corner Panay Road, Cebu Business Park, Cebu City",,,,,,,,
81,Cebu City North,3214,CBC,Cebu-Escario,"Unit 3 & 5 Escario Central, Escario Road, Cebu City",,,,,,,,
81,Cebu City North,176005,CHINATRUST,Cebu-Banilad,"G/F The Forum, Archbishop Reyes Ave., Cebu City",,,,,,,,
81,Cebu City North,30001,CITIBANK,Metro Cebu,Ave Cor Biliran Rd Cebu Business Part Cebu City 6000,,,,,,,,
81,Cebu City North,032-004,HSBC,Cebu,"Rosales Avenue, Cebu Business Park, Cebu City",,,,,,,,
81,Cebu City North,032-005,HSBC,Cebu- Banilad,"A.S. Fortuna St., Banilad Cebu",,,,,,,,
81,Cebu City North,086-014,LBP,Cebu-Osmeña Blvd.,Jones Avenue P. Del Rosario Cebu City,,,,,,,,
81,Cebu City North,086-272,LBP,Cebu Capitol,Escario -Ramos Ext  Capitol Site Cebu,,,,,,,,
81,Cebu City North,086-300,LBP,Banilad E.O.,"Banilad, Cebu",,,,,,,,
81,Cebu City North,015-169,MBTC,Cebu-Lahug,"Corner Gorordo Ave. & Archbishop Reyes Ave. Lahug, Cebu City",,,,,,,,
81,Cebu City North,015-198,MBTC,Cebu-Mango Avenue,"Metrobank Bldg., Gen. Maxilom Ave.Cebu City",,,,,,,,
81,Cebu City North,015-023,MBTC,Cebu-Fuente,"Metrobank Bldg Cebu Plaza Fuente Osmena, Cebu City",,,,,,,,
81,Cebu City North,015-090,MBTC,Cebu-Colon,"O251 Palaez Street, Cebu City",,,,,,,,
81,Cebu City North,015-520,MBTC,Cebu-Ramos,"Metrobank Bldg. F. Ramos St. Cor.Junquera Ext., Cebu City",,,,,,,,
81,Cebu City North,015-522,MBTC,Cebu-Salinas Drive,"Amon Trading Corp. Bldg.Salinas Drive, Cebu City",,,,,,,,
81,Cebu City North,015-523,MBTC,Cebu-Capitol,"N. Escario St., Corner M. Zosa St., Cebu City",,,,,,,,
81,Cebu City North,015-528,MBTC,Cebu-Banilad,"Metrobank Bldg. Gov. Cuenco Ave.Banilad Road, Banilad,  Cebu City",,,,,,,,
81,Cebu City North,015-530,MBTC,Cebu-Mabolo,1956 M. J. Cuenco Ave. Mabolo Cebu City,,,,,,,,
81,Cebu City North,015-536,MBTC,Cebu-Manalili,"V. Guillas Cor. D. Jakosalem  Sto. Niño, Cebu City",,,,,,,,
81,Cebu City North,019-033,PBCOM,Cebu Mango,Gen Maxilom (Mango) Avenue Cebu City,,,,,,,,
81,Cebu City North,33096,PNB,Fuente Osmena,B & F Paray Bldg Osmena Boulevard Capitol Cebu City,,,,,,,,
81,Cebu City North,33100,PNB,Uptown Cebu,Miranda Bldg #36 Osmena Boulevard Sta Cruz Cebu City,,,,,,,,
81,Cebu City North,33148,PNB,Banilad,Gov Cuenco Avenue Cor Paseo Saturnino Banilad Cebu,,,,,,,,
81,Cebu City North,33230,PNB,Lahug,Fsc Bldg Gorordo Ave Lahug Cebu City,,,,,,,,
81,Cebu City North,33254,PNB,Cebu I.T. Park,"G/F Tgu Tower, Cebu I.T. Park, Salinas Drive Corner Jm Del Mar Sts., Apas, Cebu City",,,,,,,,
